Arrival Date,Arrivals (Metric Tonnes),Variety,Minimum Price (Rs./Quintal),Maximum Price (Rs./Quintal),Modal Price (Rs./Quintal)
03/05/2024,250.0,Other,2275.0,2275.0,2275.0
04/05/2024,26.0,Other,2275.0,2275.0,2275.0
06/05/2024,73.0,Other,2275.0,2275.0,2275.0
09/05/2024,10.0,Other,2275.0,2275.0,2275.0
12/05/2024,6.0,Other,2275.0,2275.0,2275.0
14/05/2024,69.0,Other,2275.0,2275.0,2275.0
16/05/2024,3.0,Other,2275.0,2275.0,2275.0
17/05/2024,1.0,Other,2275.0,2275.0,2275.0
Market Name : Banga APMC
01/05/2024,520.6,Other,2275.0,2275.0,2275.0
02/05/2024,2599.0,Other,2275.0,2275.0,2275.0
04/05/2024,1763.0,Other,2275.0,2275.0,2275.0
05/05/2024,701.0,Other,2275.0,2275.0,2275.0
06/05/2024,1148.0,Other,2275.0,2275.0,2275.0
07/05/2024,1011.0,Other,2275.0,2275.0,2275.0
08/05/2024,613.0,Other,2275.0,2275.0,2275.0
09/05/2024,740.0,Other,2275.0,2275.0,2275.0
10/05/2024,353.0,Other,2275.0,2275.0,2275.0
14/05/2024,60.0,Other,2275.0,2275.0,2275.0
15/05/2024,205.0,Other,2275.0,2275.0,2275.0
17/05/2024,18.0,Other,2275.0,2275.0,2275.0
Market Name : Bareta APMC
01/05/2024,1175.0,Other,2275.0,2275.0,2275.0
02/05/2024,1235.0,Other,2275.0,2275.0,2275.0
03/05/2024,204.0,Other,2275.0,2275.0,2275.0
04/05/2024,985.0,Other,2275.0,2275.0,2275.0
05/05/2024,1485.0,Other,2275.0,2275.0,2275.0
06/05/2024,620.0,Other,2275.0,2275.0,2275.0
07/05/2024,314.0,Other,2275.0,2275.0,2275.0
08/05/2024,2037.0,Other,2275.0,2280.0,2275.0
09/05/2024,890.0,Other,2275.0,2280.0,2275.0
10/05/2024,210.0,Other,2275.0,2275.0,2275.0
11/05/2024,229.0,Other,2275.0,2275.0,2275.0
12/05/2024,242.0,Other,2275.0,2275.0,2275.0
13/05/2024,301.0,Other,2275.0,2275.0,2275.0
14/05/2024,230.0,Other,2275.0,2280.0,2275.0
15/05/2024,20.0,Other,2275.0,2275.0,2275.0
16/05/2024,263.0,Other,2275.0,2280.0,2275.0
17/05/2024,32.0,Other,2275.0,2275.0,2275.0
18/05/2024,213.0,Other,2275.0,2275.0,2275.0
19/05/2024,5.0,Other,2275.0,2275.0,2275.0
21/05/2024,72.0,Other,2275.0,2275.0,2275.0
Market Name : Bariwala APMC
01/05/2024,1902.0,Other,2275.0,2275.0,2275.0
02/05/2024,7588.0,Other,2275.0,2275.0,2275.0
03/05/2024,4583.0,Other,2275.0,2275.0,2275.0
04/05/2024,4754.0,Other,2275.0,2275.0,2275.0
05/05/2024,2337.0,Other,2275.0,2275.0,2275.0
07/05/2024,1860.0,Other,2275.0,2275.0,2275.0
08/05/2024,2608.0,Other,2275.0,2275.0,2275.0
09/05/2024,1540.0,Other,2275.0,2275.0,2275.0
10/05/2024,1345.0,Other,2275.0,2275.0,2275.0
11/05/2024,1318.0,Other,2275.0,2275.0,2275.0
12/05/2024,959.0,Other,2275.0,2275.0,2275.0
15/05/2024,746.0,Other,2275.0,2275.0,2275.0
16/05/2024,199.0,Other,2275.0,2275.0,2275.0
17/05/2024,776.0,Other,2275.0,2275.0,2275.0
18/05/2024,578.0,Other,2275.0,2275.0,2275.0
19/05/2024,476.0,Other,2275.0,2275.0,2275.0
20/05/2024,90.0,Other,2275.0,2275.0,2275.0
21/05/2024,210.0,Other,2275.0,2275.0,2275.0
22/05/2024,74.0,Other,2275.0,2275.0,2275.0
23/05/2024,17.0,Other,2275.0,2275.0,2275.0
24/05/2024,69.0,Other,2275.0,2275.0,2275.0
25/05/2024,146.0,Other,2275.0,2275.0,2275.0
26/05/2024,10.0,Other,2275.0,2275.0,2275.0
27/05/2024,2.0,Other,2275.0,2275.0,2275.0
28/05/2024,22.0,Other,2275.0,2275.0,2275.0
29/05/2024,5.0,Other,2275.0,2275.0,2275.0
30/05/2024,6.0,Other,2275.0,2275.0,2275.0
Market Name : Bassi Pathana APMC
01/05/2024,4541.7,Other,2275.0,2275.0,2275.0
02/05/2024,4446.0,Other,2275.0,2275.0,2275.0
03/05/2024,6714.1,Other,2275.0,2275.0,2275.0
04/05/2024,1007.5,Other,2275.0,2275.0,2275.0
05/05/2024,127.3,Other,2275.0,2275.0,2275.0
06/05/2024,225.5,Other,2275.0,2275.0,2275.0
07/05/2024,322.5,Other,2275.0,2275.0,2275.0
08/05/2024,197.9,Other,2275.0,2275.0,2275.0
09/05/2024,128.1,Other,2275.0,2275.0,2275.0
10/05/2024,41.25,Other,2275.0,2275.0,2275.0
11/05/2024,9.45,Other,2275.0,2275.0,2275.0
13/05/2024,1.6,Other,2275.0,2275.0,2275.0
14/05/2024,182.4,Other,2275.0,2275.0,2275.0
15/05/2024,127.35,Other,2275.0,2275.0,2275.0
17/05/2024,74.05,Other,2275.0,2275.0,2275.0
22/05/2024,30.0,Other,2280.0,2280.0,2280.0
Market Name : Bhadson APMC
01/05/2024,1000.0,Other,2275.0,2275.0,2275.0
02/05/2024,961.0,Other,2275.0,2275.0,2275.0
03/05/2024,695.0,Other,2275.0,2275.0,2275.0
04/05/2024,671.0,Other,2275.0,2275.0,2275.0
05/05/2024,90.0,Other,2275.0,2275.0,2275.0
06/05/2024,204.0,Other,2275.0,2275.0,2275.0
07/05/2024,269.0,Other,2275.0,2275.0,2275.0
08/05/2024,118.0,Other,2275.0,2275.0,2275.0
09/05/2024,84.0,Other,2275.0,2275.0,2275.0
10/05/2024,33.0,Other,2275.0,2275.0,2275.0
11/05/2024,136.0,Other,2275.0,2275.0,2275.0
12/05/2024,76.0,Other,2275.0,2275.0,2275.0
13/05/2024,139.0,Other,2275.0,2275.0,2275.0
14/05/2024,24.0,Other,2275.0,2275.0,2275.0
15/05/2024,128.0,Other,2275.0,2275.0,2275.0
16/05/2024,29.0,Other,2275.0,2275.0,2275.0
17/05/2024,31.0,Other,2275.0,2275.0,2275.0
18/05/2024,33.0,Other,2275.0,2275.0,2275.0
19/05/2024,1.0,Other,2275.0,2275.0,2275.0
Market Name : Bhawanigarh APMC
01/05/2024,800.0,Other,2275.0,2275.0,2275.0
02/05/2024,5355.0,Other,2275.0,2275.0,2275.0
03/05/2024,1975.0,Other,2275.0,2275.0,2275.0
04/05/2024,2902.0,Other,2275.0,2275.0,2275.0
05/05/2024,861.0,Other,2275.0,2275.0,2275.0
06/05/2024,258.0,Other,2275.0,2275.0,2275.0
07/05/2024,215.0,Other,2275.0,2275.0,2275.0
08/05/2024,55.0,Other,2275.0,2275.0,2275.0
09/05/2024,102.0,Other,2275.0,2275.0,2275.0
10/05/2024,819.0,Other,2275.0,2275.0,2275.0
11/05/2024,350.0,Other,2275.0,2280.0,2277.0
12/05/2024,1.0,Other,2275.0,2275.0,2275.0
13/05/2024,290.0,Other,2275.0,2275.0,2275.0
14/05/2024,45.0,Other,2275.0,2275.0,2275.0
15/05/2024,20.0,Other,2275.0,2275.0,2275.0
16/05/2024,598.0,Other,2275.0,2275.0,2275.0
Market Name : Bhikhi APMC
01/05/2024,4305.0,Other,2275.0,2275.0,2275.0
02/05/2024,2475.0,Other,2275.0,2280.0,2275.0
03/05/2024,2359.0,Other,2275.0,2280.0,2275.0
04/05/2024,2182.0,Other,2275.0,2280.0,2275.0
05/05/2024,1788.0,Other,2275.0,2275.0,2275.0
06/05/2024,1407.0,Other,2275.0,2275.0,2275.0
07/05/2024,831.0,Other,2275.0,2280.0,2275.0
08/05/2024,769.0,Other,2275.0,2275.0,2275.0
09/05/2024,598.0,Other,2275.0,2280.0,2275.0
10/05/2024,691.0,Other,2275.0,2275.0,2275.0
11/05/2024,413.0,Other,2275.0,2275.0,2275.0
12/05/2024,222.0,Other,2275.0,2275.0,2275.0
13/05/2024,438.0,Other,2275.0,2275.0,2275.0
14/05/2024,215.0,Other,2275.0,2275.0,2275.0
15/05/2024,145.0,Other,2275.0,2280.0,2275.0
16/05/2024,118.0,Other,2275.0,2275.0,2275.0
17/05/2024,12.0,Other,2275.0,2275.0,2275.0
20/05/2024,11.0,Other,2275.0,2275.0,2275.0
22/05/2024,2.0,Other,2275.0,2275.0,2275.0
Market Name : Bhikhiwind (Algo) APMC
03/05/2024,1368.0,147 Average,2275.0,2275.0,2275.0
04/05/2024,50.0,147 Average,2275.0,2275.0,2275.0
06/05/2024,400.0,147 Average,2275.0,2275.0,2275.0
07/05/2024,515.0,147 Average,2275.0,2275.0,2275.0
08/05/2024,70.0,147 Average,2275.0,2275.0,2275.0
Market Name : Bhikhiwind (Basarke) APMC
03/05/2024,258.0,147 Average,2275.0,2275.0,2275.0
04/05/2024,205.0,147 Average,2275.0,2275.0,2275.0
06/05/2024,120.0,147 Average,2275.0,2275.0,2275.0
07/05/2024,50.0,147 Average,2275.0,2275.0,2275.0
08/05/2024,114.0,147 Average,2275.0,2275.0,2275.0
Market Name : Bhikhiwind (Marrimegha) APMC
03/05/2024,1590.0,147 Average,2275.0,2275.0,2275.0
04/05/2024,797.0,147 Average,2275.0,2275.0,2275.0
07/05/2024,243.0,147 Average,2275.0,2275.0,2275.0
Market Name : Bhikhiwind (Sursingh) APMC
06/05/2024,467.0,147 Average,2275.0,2275.0,2275.0
07/05/2024,335.0,147 Average,2275.0,2275.0,2275.0
08/05/2024,316.0,147 Average,2275.0,2275.0,2275.0
Market Name : Bhikhiwind APMC
02/05/2024,211.0,147 Average,2275.0,2275.0,2275.0
03/05/2024,1403.0,147 Average,2275.0,2275.0,2275.0
04/05/2024,185.0,147 Average,2275.0,2280.0,2275.0
06/05/2024,430.0,147 Average,2275.0,2275.0,2275.0
07/05/2024,251.0,147 Average,2275.0,2275.0,2275.0
08/05/2024,121.0,147 Average,2275.0,2275.0,2275.0
11/05/2024,70.0,147 Average,2275.0,2275.0,2275.0
Market Name : Bhikhiwind(Khalra) APMC
03/05/2024,726.0,Other,2275.0,2275.0,2275.0
04/05/2024,1935.0,Other,2275.0,2275.0,2275.0
06/05/2024,680.0,Other,2275.0,2275.0,2275.0
08/05/2024,600.0,Other,2275.0,2275.0,2275.0
Market Name : Bhucho APMC
01/05/2024,1780.0,Other,2275.0,2275.0,2275.0
02/05/2024,1825.0,Other,2275.0,2275.0,2275.0
03/05/2024,1360.0,Other,2275.0,2275.0,2275.0
04/05/2024,680.0,Other,2275.0,2275.0,2275.0
05/05/2024,880.0,Other,2275.0,2275.0,2275.0
06/05/2024,785.0,Other,2275.0,2275.0,2275.0
07/05/2024,1140.0,Other,2275.0,2275.0,2275.0
08/05/2024,305.0,Other,2275.0,2275.0,2275.0
09/05/2024,175.0,Other,2275.0,2275.0,2275.0
10/05/2024,500.0,Other,2275.0,2275.0,2275.0
11/05/2024,125.0,Other,2275.0,2275.0,2275.0
12/05/2024,75.0,Other,2275.0,2275.0,2275.0
13/05/2024,80.0,Other,2275.0,2275.0,2275.0
14/05/2024,180.0,Other,2275.0,2275.0,2275.0
Market Name : Bilga (Talwan ) APMC
03/05/2024,31739.0,Other,2275.0,2275.0,2275.0
04/05/2024,3892.0,Other,2275.0,2275.0,2275.0
05/05/2024,762.0,Other,2275.0,2275.0,2275.0
08/05/2024,2648.0,Other,2275.0,2275.0,2275.0
09/05/2024,1968.0,Other,2275.0,2275.0,2275.0
10/05/2024,801.0,Other,2275.0,2275.0,2275.0
14/05/2024,902.0,Other,2275.0,2275.0,2275.0
Market Name : Bilga APMC
01/05/2024,500.0,Other,2275.0,2275.0,2275.0
02/05/2024,500.0,Other,2275.0,2275.0,2275.0
03/05/2024,3312.2,Other,2275.0,2275.0,2275.0
04/05/2024,433.0,Other,2275.0,2275.0,2275.0
05/05/2024,244.2,Other,2275.0,2275.0,2275.0
08/05/2024,31.6,Other,2275.0,2275.0,2275.0
09/05/2024,162.3,Other,2275.0,2275.0,2275.0
14/05/2024,77.1,Other,2275.0,2275.0,2275.0
Market Name : Boha APMC
01/05/2024,3570.0,Other,2275.0,2275.0,2275.0
02/05/2024,2670.0,Other,2275.0,2280.0,2275.0
03/05/2024,1910.0,Other,2275.0,2275.0,2275.0
04/05/2024,1950.0,Other,2275.0,2280.0,2275.0
05/05/2024,520.0,Other,2275.0,2280.0,2275.0
06/05/2024,2265.0,Other,2275.0,2275.0,2275.0
07/05/2024,320.0,Other,2275.0,2275.0,2275.0
08/05/2024,649.0,Other,2275.0,2275.0,2275.0
09/05/2024,283.0,Other,2275.0,2275.0,2275.0
10/05/2024,813.0,Other,2275.0,2275.0,2275.0
11/05/2024,395.0,Other,2275.0,2275.0,2275.0
12/05/2024,239.0,Other,2275.0,2275.0,2275.0
13/05/2024,611.0,Other,2275.0,2275.0,2275.0
14/05/2024,395.0,Other,2275.0,2275.0,2275.0
15/05/2024,343.0,Other,2275.0,2275.0,2275.0
16/05/2024,82.0,Other,2275.0,2275.0,2275.0
17/05/2024,48.0,Other,2275.0,2275.0,2275.0
18/05/2024,149.0,Other,2275.0,2275.0,2275.0
19/05/2024,26.0,Other,2275.0,2275.0,2275.0
20/05/2024,12.0,Other,2275.0,2275.0,2275.0
21/05/2024,6.0,Other,2275.0,2275.0,2275.0
22/05/2024,13.0,Other,2275.0,2275.0,2275.0
25/05/2024,105.0,Other,2275.0,2280.0,2275.0
31/05/2024,74.0,Other,2275.0,2280.0,2275.0
Market Name : Budalada APMC
01/05/2024,650.0,147 Average,2275.0,2275.0,2275.0
02/05/2024,150.0,147 Average,2275.0,2275.0,2275.0
03/05/2024,230.0,147 Average,2275.0,2275.0,2275.0
04/05/2024,400.0,147 Average,2275.0,2275.0,2275.0
06/05/2024,350.0,147 Average,2275.0,2275.0,2275.0
07/05/2024,550.0,147 Average,2275.0,2275.0,2275.0
09/05/2024,650.0,147 Average,2275.0,2275.0,2275.0
10/05/2024,600.0,147 Average,2275.0,2275.0,2275.0
11/05/2024,700.0,147 Average,2275.0,2275.0,2275.0
12/05/2024,650.0,147 Average,2275.0,2275.0,2275.0
13/05/2024,500.0,147 Average,2275.0,2275.0,2275.0
14/05/2024,60.0,147 Average,2275.0,2275.0,2275.0
17/05/2024,200.0,147 Average,2275.0,2275.0,2275.0
21/05/2024,50.0,147 Average,2275.0,2275.0,2275.0
Market Name : Budhlada (Phaphre Bhaike) APMC
01/05/2024,450.0,Other,2275.0,2275.0,2275.0
02/05/2024,300.0,Other,2275.0,2275.0,2275.0
03/05/2024,250.0,Other,2275.0,2275.0,2275.0
04/05/2024,200.0,Other,2275.0,2275.0,2275.0
05/05/2024,150.0,Other,2275.0,2275.0,2275.0
07/05/2024,200.0,Other,2275.0,2275.0,2275.0
08/05/2024,50.0,Other,2275.0,2275.0,2275.0
09/05/2024,70.0,Other,2275.0,2275.0,2275.0
10/05/2024,80.0,Other,2275.0,2275.0,2275.0
11/05/2024,400.0,Other,2275.0,2275.0,2275.0
12/05/2024,50.0,Other,2275.0,2275.0,2275.0
13/05/2024,50.0,Other,2275.0,2275.0,2275.0
15/05/2024,40.0,Other,2275.0,2275.0,2275.0
17/05/2024,50.0,Other,2275.0,2275.0,2275.0
18/05/2024,30.0,Other,2275.0,2275.0,2275.0
19/05/2024,250.0,Other,2275.0,2275.0,2275.0
Market Name : Chabhal APMC
02/05/2024,2590.0,Other,2275.0,2275.0,2275.0
04/05/2024,42920.0,Other,2275.0,2275.0,2275.0
12/05/2024,13120.0,Other,2275.0,2275.0,2275.0
13/05/2024,860.0,Other,2275.0,2280.0,2275.0
Market Name : Chanarthal APMC
01/05/2024,1086.0,Other,2275.0,2275.0,2275.0
02/05/2024,252.0,Other,2275.0,2275.0,2275.0
03/05/2024,428.0,Other,2275.0,2275.0,2275.0
04/05/2024,167.0,Other,2275.0,2275.0,2275.0
06/05/2024,42.0,Other,2275.0,2275.0,2275.0
07/05/2024,191.0,Other,2275.0,2275.0,2275.0
08/05/2024,91.0,Other,2275.0,2275.0,2275.0
09/05/2024,12.0,Other,2275.0,2275.0,2275.0
10/05/2024,51.0,Other,2275.0,2275.0,2275.0
11/05/2024,48.0,Other,2275.0,2275.0,2275.0
13/05/2024,72.0,Other,2275.0,2275.0,2275.0
14/05/2024,139.0,Other,2275.0,2275.0,2275.0
16/05/2024,91.0,Other,2275.0,2275.0,2275.0
17/05/2024,40.0,Other,2275.0,2275.0,2275.0
Market Name : Dakala APMC
01/05/2024,676.0,Other,2275.0,2275.0,2275.0
02/05/2024,320.0,Other,2275.0,2275.0,2275.0
03/05/2024,657.0,Other,2275.0,2275.0,2275.0
04/05/2024,168.0,Other,2275.0,2275.0,2275.0
05/05/2024,437.0,Other,2275.0,2275.0,2275.0
06/05/2024,200.0,Other,2275.0,2275.0,2275.0
07/05/2024,79.0,Other,2275.0,2275.0,2275.0
08/05/2024,133.0,Other,2275.0,2275.0,2275.0
09/05/2024,28.0,Other,2275.0,2275.0,2275.0
15/05/2024,35.0,Other,2275.0,2275.0,2275.0
16/05/2024,53.0,Other,2275.0,2275.0,2275.0
Market Name : Dasuya APMC
01/05/2024,2908.0,Other,2275.0,2275.0,2275.0
02/05/2024,1971.0,Other,2275.0,2275.0,2275.0
03/05/2024,1343.0,Other,2275.0,2275.0,2275.0
04/05/2024,1572.0,Other,2275.0,2275.0,2275.0
05/05/2024,816.0,Other,2275.0,2275.0,2275.0
09/05/2024,505.0,Other,2275.0,2275.0,2275.0
10/05/2024,627.0,Other,2275.0,2275.0,2275.0
11/05/2024,194.0,Other,2275.0,2275.0,2275.0
12/05/2024,246.0,Other,2275.0,2275.0,2275.0
13/05/2024,182.0,Other,2275.0,2275.0,2275.0
15/05/2024,214.0,Other,2275.0,2275.0,2275.0
16/05/2024,109.0,Other,2275.0,2275.0,2275.0
20/05/2024,22.0,Other,2275.0,2275.0,2275.0
22/05/2024,34.0,Other,2275.0,2275.0,2275.0
23/05/2024,62.0,Other,2275.0,2275.0,2275.0
Market Name : Dera Bassi APMC
10/05/2024,12645.0,147 Average,2275.0,2275.0,2275.0
Market Name : Dhanaula APMC
01/05/2024,250.0,Local,2275.0,2275.0,2275.0
02/05/2024,600.0,Local,2275.0,2275.0,2275.0
03/05/2024,400.0,Local,2275.0,2275.0,2275.0
04/05/2024,100.0,Local,2275.0,2275.0,2275.0
05/05/2024,200.0,Local,2275.0,2275.0,2275.0
06/05/2024,15.0,Local,2275.0,2275.0,2275.0
08/05/2024,15.0,Local,2275.0,2275.0,2275.0
09/05/2024,20.0,Local,2275.0,2275.0,2275.0
11/05/2024,50.0,Local,2275.0,2275.0,2275.0
15/05/2024,26.0,Local,2275.0,2275.0,2275.0
20/05/2024,14.0,Local,2275.0,2275.0,2275.0
21/05/2024,12.0,Local,2275.0,2275.0,2275.0
22/05/2024,3.0,Local,2275.0,2275.0,2275.0
27/05/2024,18.0,Local,2275.0,2275.0,2275.0
Market Name : Dhilwan APMC
01/05/2024,3114.4,Other,2275.0,2275.0,2275.0
02/05/2024,3177.1,Other,2275.0,2280.0,2275.0
03/05/2024,1861.5,Other,2275.0,2275.0,2275.0
04/05/2024,1164.3,Other,2275.0,2280.0,2275.0
05/05/2024,704.9,Other,2275.0,2275.0,2275.0
06/05/2024,956.3,Other,2275.0,2275.0,2275.0
07/05/2024,528.6,Other,2275.0,2275.0,2275.0
08/05/2024,105.8,Other,2275.0,2275.0,2275.0
09/05/2024,539.65,Other,2275.0,2275.0,2275.0
10/05/2024,36.55,Other,2275.0,2275.0,2275.0
11/05/2024,106.9,Other,2275.0,2275.0,2275.0
12/05/2024,49.5,Other,2275.0,2275.0,2275.0
13/05/2024,117.3,Other,2275.0,2275.0,2275.0
14/05/2024,146.6,Other,2275.0,2275.0,2275.0
15/05/2024,11.3,Other,2275.0,2275.0,2275.0
16/05/2024,49.05,Other,2275.0,2275.0,2275.0
17/05/2024,31.0,Other,2275.0,2275.0,2275.0
18/05/2024,38.3,Other,2275.0,2275.0,2275.0
19/05/2024,0.05,Other,2275.0,2275.0,2275.0
20/05/2024,33.5,Other,2275.0,2275.0,2275.0
23/05/2024,19.25,Other,2280.0,2280.0,2280.0
Market Name : Dinanagar APMC
